,Kind,Name,Category,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
277,subregion,Livingston County,Grocery & pharmacy,21.12,12.96,15.12,16.37,5.13,-2.62,-3.2,4.16,-0.76,5.49,-22.42,-5.76,-1.06,-0.81,3.86,0.44,-0.32,0.45,0.75,-3.28,1.98,3.12,-3.48,3.36,24.1,55.81,56.12,28.58,24.1,50.07,26.59,21.47,22.99,25.44,3.05,-13.25,23.22,-22.49,-16.23,-17.86,-18.03,-27.8,-28.73
278,subregion,Livingston County,Parks,30.91,2.69,5.05,-1.99,1.26,3.84,17.48,57.22,8.09,3.78,-25.67,-7.65,-4.41,15.29,36.83,10.8,10.12,7.89,3.17,-2.75,25.13,82.23,18.23,22.14,7.23,21.64,17.57,7.64,67.09,20.94,20.88,5.25,1.9,-2.75,9.29,23.68,4.05,-25.32,26.96,-15.93,-7.15,-38.8,10.52
279,subregion,Livingston County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,subregion,Livingston County,Workplace,2.81,-13.4,-1.0,1.55,1.44,2.2,7.64,7.5,2.55,1.28,-19.24,-14.28,-0.84,7.83,5.39,0.62,0.94,1.83,2.28,1.54,8.2,3.28,2.78,-0.68,1.66,-0.12,-10.72,3.54,-5.4,-21.87,-31.07,-33.65,-36.4,-40.32,-26.31,-35.44,-47.24,-62.31,-62.46,-63.26,-62.66,-47.57,-46.25
281,subregion,Livingston County,Residential,-1.76,3.39,0.94,0.29,0.24,0.09,-2.36,-2.59,-0.34,-0.29,9.72,5.76,0.68,-2.31,-2.45,-0.29,-0.34,-0.4,-0.59,0.62,-2.4,-2.22,-0.39,0.06,0.35,1.62,6.41,4.45,3.18,9.94,13.97,16.28,17.88,21.03,12.4,9.27,19.64,28.63,27.59,29.0,30.78,18.04,12.43
282,subregion,Luce County,Retail & recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,subregion,Luce County,Grocery & pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,subregion,Luce County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,subregion,Luce County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,subregion,Luce County,Workplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,subregion,Luce County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,subregion,Mackinac County,Retail & recreation,,19.29,-8.62,-0.01,10.44,20.0,25.81,22.64,5.26,-6.9,0.92,4.47,-8.89,22.58,16.97,-3.51,-6.9,3.7,2.98,14.44,49.18,32.07,-1.76,29.3,3.7,-1.49,-23.33,24.19,20.76,-1.76,-29.31,-29.63,-41.79,-53.33,-48.39,-54.72,-33.33,-72.41,-75.92,-79.1,-67.22,-70.97,
289,subregion,Mackinac County,Grocery & pharmacy,,-9.62,-28.85,-0.01,-18.33,1.43,2.17,,12.5,7.69,-16.99,-18.33,-10.0,,,-3.85,-0.01,-7.55,13.33,4.28,,,23.07,1.92,-7.55,-8.34,-2.86,,,13.46,-1.92,-13.21,-18.33,-21.43,,,7.69,-36.54,-41.51,-45.0,-44.29,-26.09,-39.02
290,subregion,Mackinac County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,subregion,Mackinac County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,subregion,Mackinac County,Workplace,,-17.25,-6.68,-0.01,1.65,5.16,,,6.89,4.99,3.27,-3.34,-5.18,,,1.72,8.32,-0.01,1.65,-0.01,,,5.16,9.98,3.27,4.99,1.72,,,-10.35,-15.01,-19.68,-18.34,-24.15,,,-34.49,-46.67,-45.91,-46.67,-51.73,,
293,subregion,Mackinac County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,subregion,Macomb County,Retail & recreation,8.1,3.48,-0.23,2.35,0.7,-0.94,6.0,11.11,3.21,4.57,-12.47,-1.26,2.85,12.22,17.45,9.92,11.03,10.32,9.89,2.02,13.8,15.85,8.92,9.76,9.06,7.94,-2.19,-12.45,-10.67,-13.24,-27.67,-31.26,-33.28,-38.34,-47.3,-49.2,-32.74,-60.24,-54.94,-58.26,-59.66,-65.73,-59.48
295,subregion,Macomb County,Grocery & pharmacy,5.44,-0.97,-3.36,0.92,-2.74,-5.1,3.48,7.92,0.53,6.33,-13.97,-4.05,0.5,8.88,12.76,4.44,7.87,7.31,7.42,-2.41,9.62,13.81,6.44,6.99,19.56,34.17,38.61,18.04,11.73,30.66,15.46,8.96,13.74,7.01,-5.84,-16.56,11.2,-30.94,-23.63,-27.57,-26.39,-34.02,-29.89
296,subregion,Macomb County,Parks,76.87,24.86,20.81,29.19,24.86,26.26,102.04,197.68,49.71,30.63,-10.81,9.03,15.65,44.1,73.98,61.85,55.48,44.32,63.84,17.67,113.32,308.08,91.9,103.46,53.5,51.4,25.75,35.89,158.37,24.28,95.95,28.64,35.59,36.86,68.2,99.42,-0.58,30.63,150.8,62.14,48.48,-17.95,105.77
297,subregion,Macomb County,Transit stations,12.72,-8.54,-4.82,-2.45,-5.89,-6.82,18.21,25.45,6.82,0.68,-9.41,-0.36,3.71,16.09,16.96,8.18,14.42,13.58,12.11,-1.24,19.49,21.2,9.89,3.78,5.22,3.11,-0.31,1.69,4.83,-10.59,-21.32,-17.08,-20.07,-20.13,-20.77,-18.19,-27.31,-48.81,-37.98,-41.87,-43.35,-43.65,-33.34
298,subregion,Macomb County,Workplace,4.83,-14.71,-7.99,-4.15,-2.1,-2.22,8.49,5.93,2.87,1.14,-15.69,-11.17,1.13,7.84,5.67,2.82,1.63,1.23,2.79,1.81,9.86,6.46,2.39,-3.44,0.64,0.58,-4.33,2.37,-3.6,-20.74,-28.17,-32.26,-35.31,-39.3,-32.22,-34.59,-46.89,-62.4,-62.98,-63.15,-63.47,-51.99,-47.81
299,subregion,Macomb County,Residential,-1.61,3.46,2.09,0.77,0.83,1.22,-1.81,-2.04,0.01,0.03,7.13,5.06,0.21,-1.72,-1.78,-0.55,-0.61,-0.69,-0.53,0.64,-2.03,-2.48,-0.54,0.73,-0.31,0.9,3.57,3.92,3.05,9.15,12.31,14.61,16.56,19.49,13.05,9.84,18.93,27.54,26.51,28.01,30.14,19.14,13.04
300,subregion,Manistee County,Retail & recreation,22.21,-12.16,-0.71,-0.74,-7.49,0.97,28.71,27.76,-0.72,6.93,20.21,4.75,10.88,26.5,38.87,7.13,16.31,11.02,9.51,-2.98,33.14,45.36,2.84,12.49,0.72,-0.69,-11.89,-4.42,9.25,-22.86,-38.9,-42.65,-42.86,-57.93,-52.49,-51.86,-37.15,-68.75,-56.62,-63.27,-62.39,-71.83,-71.3
301,subregion,Manistee County,Grocery & pharmacy,17.23,7.89,-2.61,0.64,7.68,5.72,12.42,14.47,6.57,4.54,8.97,-0.01,2.59,18.07,21.37,11.18,11.02,14.1,9.6,1.55,23.15,21.37,13.14,15.57,16.97,28.83,35.93,18.07,24.82,35.52,12.98,5.12,25.63,-4.18,3.38,-1.39,28.28,-20.14,-13.47,-16.04,-13.03,-23.74,-16.56
302,subregion,Manistee County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,subregion,Manistee County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,subregion,Manistee County,Workplace,1.38,-10.99,-2.87,2.26,-0.56,-2.93,9.88,2.77,4.04,2.3,-0.01,-0.56,-1.18,3.7,5.56,1.73,-0.01,-2.84,0.56,-1.18,6.17,11.11,2.31,-0.01,-0.01,-0.56,-2.93,-1.23,-8.34,-15.61,-22.99,-27.28,-26.56,-29.25,-22.23,-26.39,-31.21,-46.55,-44.89,-47.46,-47.37,-30.86,-40.28
305,subregion,Manistee County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,subregion,Marquette County,Retail & recreation,22.37,1.09,-11.61,0.34,11.11,5.46,15.43,19.01,2.55,1.91,6.15,-6.73,1.29,11.13,17.22,8.19,1.38,4.78,-19.7,-6.12,19.6,18.22,4.91,10.91,10.25,4.04,-4.42,-7.39,-3.77,-16.76,-33.62,-37.1,-38.39,-60.34,-46.58,-44.06,-34.07,-61.87,-61.19,-59.76,-62.16,-67.11,-61.18
307,subregion,Marquette County,Grocery & pharmacy,4.76,-0.97,-6.8,-4.98,0.95,-1.08,5.3,6.12,1.28,-3.56,-6.23,-7.97,-1.34,2.95,1.36,-2.89,-0.32,-1.56,-14.65,-9.95,7.96,10.54,3.85,4.53,8.41,21.02,20.96,13.56,9.86,31.19,7.77,-4.98,1.59,-20.16,-6.2,-17.69,16.72,-25.24,-31.78,-25.8,-27.69,-29.5,-39.12
308,subregion,Marquette County,Parks,43.54,6.0,-5.89,-11.54,18.36,32.26,56.78,70.96,21.99,7.84,-7.69,-12.24,-0.01,-3.7,33.87,-0.01,1.96,7.69,-26.53,-1.61,1.23,48.39,,17.64,21.15,-12.24,-0.01,-16.05,14.51,-8.0,23.52,3.84,-10.21,-24.19,-0.01,6.44,-10.0,7.84,-21.15,4.08,20.96,-23.46,-40.32
309,subregion,Marquette County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,subregion,Marquette County,Workplace,7.73,-4.45,0.64,0.85,1.48,4.86,8.99,7.13,1.55,1.28,0.42,-7.25,3.93,4.22,2.38,-2.45,-0.65,-0.64,-8.31,-14.12,11.1,3.57,2.43,1.72,0.63,-2.35,-2.56,4.75,-1.2,-16.42,-23.29,-25.75,-28.51,-31.26,-16.93,-24.41,-33.27,-44.84,-47.67,-49.16,-47.69,-32.81,-36.91
311,subregion,Marquette County,Residential,,2.32,1.88,1.0,-0.27,0.57,,,0.12,1.59,0.85,2.89,0.13,,,-0.58,-0.14,-0.04,3.64,4.43,-3.95,,0.53,-0.24,-0.59,2.2,4.45,,,5.72,9.23,11.03,11.76,18.57,,,11.75,18.45,19.14,19.41,20.76,,
312,subregion,Mason County,Retail & recreation,15.18,5.03,-7.72,-0.59,-1.15,1.29,8.25,10.88,1.88,0.59,13.41,4.27,2.16,13.91,20.46,12.89,18.69,14.28,5.4,0.85,20.99,18.14,1.57,10.67,5.53,16.52,5.61,3.29,11.22,-8.18,-24.63,-30.91,-25.65,-37.15,-30.9,-30.03,-16.35,-54.6,-48.4,-50.42,-50.33,-53.3,-48.18
313,subregion,Mason County,Grocery & pharmacy,16.56,3.45,-0.59,1.14,-1.15,-3.2,31.21,18.87,-0.58,4.65,6.86,-2.86,0.91,28.32,20.53,4.01,6.97,13.13,-0.58,-1.38,33.53,29.13,6.32,13.36,9.14,33.13,37.44,40.46,28.47,36.77,20.34,12.57,20.0,6.39,23.69,-7.95,28.72,-18.03,-18.86,-15.44,-17.35,-6.36,-23.84
314,subregion,Mason County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,subregion,Mason County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,subregion,Mason County,Workplace,3.57,-3.37,2.83,1.2,0.38,-0.01,-2.08,3.57,2.52,4.46,3.62,-0.8,1.28,3.09,1.18,2.09,4.46,2.41,-0.4,0.85,1.02,3.57,0.83,2.83,2.0,-1.6,-3.89,8.24,-8.34,-17.24,-21.14,-23.8,-24.91,-29.75,-22.69,-28.58,-29.0,-50.82,-51.62,-52.97,-53.03,-41.24,-42.86
317,subregion,Mason County,Residential,,0.59,-0.14,0.95,-0.83,-0.53,,,-1.28,-1.63,-0.56,-0.92,-0.27,,,-1.98,-1.81,-0.74,0.05,1.01,,,-0.02,-1.64,0.22,-0.92,1.46,,,5.11,6.68,,,,,,,,,,,,
318,subregion,Mecosta County,Retail & recreation,18.36,-1.1,-8.82,2.64,7.95,-2.11,16.98,17.45,2.42,3.01,13.99,10.61,6.16,27.67,29.7,16.04,13.76,13.79,17.75,1.82,18.44,20.41,2.42,8.17,-0.2,13.46,-0.56,-0.01,13.14,-6.15,-25.37,-29.62,-26.53,-35.58,-29.45,-34.24,-14.94,-52.47,-48.48,-45.31,-51.54,-50.81,-46.49
319,subregion,Mecosta County,Grocery & pharmacy,6.35,6.04,-11.76,10.63,3.72,-3.89,16.4,14.09,7.91,-0.01,13.0,16.27,1.94,17.97,19.54,20.46,14.48,20.56,14.88,-1.63,10.94,14.09,8.84,11.76,20.56,40.93,26.21,19.14,28.18,44.18,12.43,12.52,28.37,6.15,13.28,2.73,40.93,-26.25,-14.9,-14.42,-24.27,-21.87,-17.73
320,subregion,Mecosta County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,subregion,Mecosta County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,subregion,Mecosta County,Workplace,5.08,-9.8,-13.33,-0.01,-0.01,-0.3,4.46,7.61,1.44,1.4,-0.01,1.65,3.59,8.2,5.92,4.6,2.26,0.54,3.59,1.49,6.7,-0.86,-3.46,-3.41,-3.31,-4.72,-4.5,-4.49,-2.56,-19.9,-26.07,-30.5,-30.75,-31.15,-17.17,-22.89,-36.32,-53.83,-51.93,-54.3,-53.3,-36.57,-37.29
323,subregion,Mecosta County,Residential,,2.46,5.44,0.18,-0.06,0.53,,,-0.22,0.52,0.06,0.12,0.46,,,-1.02,0.4,-0.12,0.12,-0.63,,,0.63,-0.87,0.91,0.16,1.56,,,5.93,7.73,10.08,11.36,14.1,,,11.24,,20.03,,,,
324,subregion,Menominee County,Retail & recreation,5.55,-4.53,-6.07,-3.53,-8.28,3.24,14.1,8.72,-1.52,6.8,5.62,-1.29,8.09,11.53,13.48,9.01,14.38,11.25,-1.29,1.61,14.1,14.27,6.0,5.29,5.62,-1.29,8.64,12.81,7.13,-1.52,-14.4,-19.02,-29.95,-23.25,-30.78,-37.31,-12.04,-37.13,-42.26,-48.41,-43.25,-47.44,-46.83
325,subregion,Menominee County,Grocery & pharmacy,-13.73,-11.54,-18.01,-7.55,3.7,-13.05,-5.56,-3.94,-7.71,-8.01,-1.9,1.84,-8.7,18.51,-11.77,9.6,7.99,11.31,-5.56,-4.36,3.7,-5.89,1.92,-2.01,3.76,18.51,2.89,11.1,-5.89,21.15,22.99,3.76,5.55,-7.26,5.55,-19.61,15.38,-18.01,-24.53,-16.67,-29.0,-25.93,-35.3
326,subregion,Menominee County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,subregion,Menominee County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,subregion,Menominee County,Workplace,-5.66,-4.35,-7.65,1.78,0.61,-1.92,1.72,-5.66,2.48,-1.18,1.18,0.61,3.21,1.72,5.65,4.34,1.17,1.78,4.81,1.28,5.16,-0.01,5.59,-4.12,4.73,1.81,1.28,-3.45,-7.55,-4.97,-15.88,-14.79,-16.27,-17.95,-20.7,-22.64,-19.25,-34.12,-32.55,-31.32,-33.33,-24.14,-22.64
329,subregion,Menominee County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,subregion,Midland County,Retail & recreation,12.89,-1.81,-4.86,-1.14,1.78,-0.48,7.72,14.5,0.66,0.26,-0.36,2.8,-1.22,11.01,18.48,9.27,5.73,7.52,6.72,-3.57,15.3,21.39,2.84,1.94,0.78,3.99,-8.02,-12.54,-9.68,-19.72,-34.78,-38.05,-36.09,-43.91,-47.57,-46.57,-34.79,-63.99,-57.85,-58.31,-60.55,-63.92,-55.49
331,subregion,Midland County,Grocery & pharmacy,10.58,1.34,1.56,-0.19,0.93,0.94,10.71,11.41,7.28,4.69,-2.46,0.75,-0.81,14.47,14.3,6.31,6.07,8.67,2.8,-0.32,15.03,14.72,2.49,6.66,10.75,25.13,26.45,17.48,9.12,23.17,8.22,2.64,7.31,-9.04,-2.64,-15.36,13.01,-32.36,-25.29,-30.78,-26.15,-24.63,-27.4
332,subregion,Midland County,Parks,,-12.51,-13.22,-6.01,,-0.01,,,6.25,5.65,-8.01,-2.14,-8.01,,,,-3.78,19.99,10.63,-8.01,,,,32.06,3.99,,-2.01,,,14.58,22.64,3.99,10.63,-14.0,,,-4.17,-15.1,,,,,
333,subregion,Midland County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,subregion,Midland County,Workplace,3.42,-4.52,-4.38,1.72,0.87,2.86,12.06,5.56,4.01,1.99,0.12,0.38,0.81,4.66,2.14,2.19,-0.38,-0.99,-0.25,0.41,11.28,7.69,2.72,0.5,0.36,1.25,-2.86,3.5,-6.42,-23.9,-32.13,-34.32,-35.71,-37.28,-22.18,-29.91,-40.96,-55.75,-57.44,-57.67,-56.19,-35.41,-39.74
335,subregion,Midland County,Residential,-2.41,1.83,2.77,-0.23,0.1,0.57,-1.91,-2.73,-0.32,0.23,0.76,0.51,0.66,-2.54,-2.6,-0.52,-0.54,-0.71,-0.09,1.22,-2.61,-2.73,-0.18,-0.72,0.07,0.05,3.56,3.16,3.29,9.74,12.57,14.21,15.31,18.48,9.97,,15.8,24.27,22.59,24.66,26.52,,
336,subregion,Missaukee County,Retail & recreation,,-2.05,-22.82,-9.24,9.82,17.06,17.28,,8.16,3.5,1.53,4.91,-1.23,4.93,,,12.27,7.68,16.38,6.09,19.74,,16.32,3.5,-3.08,9.82,8.53,27.15,,,-8.78,-20.01,-13.12,-18.3,-1.25,,12.24,-43.86,-38.48,-29.52,-28.05,-44.45,
337,subregion,Missaukee County,Grocery & pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,subregion,Missaukee County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,subregion,Missaukee County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,subregion,Missaukee County,Workplace,,-12.82,-16.0,-0.81,2.42,9.91,,,7.69,0.8,-0.01,-2.42,1.79,,,5.12,1.6,2.42,0.8,4.5,,,1.71,-0.01,2.42,-4.03,-0.01,,,-11.97,-21.6,-24.19,-26.61,-24.33,-18.18,,-30.78,-48.8,-52.42,-50.81,-45.05,-34.09,-39.48
341,subregion,Missaukee County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,subregion,Monroe County,Retail & recreation,13.65,2.31,3.74,4.12,1.95,0.68,9.62,13.04,-1.83,4.76,-4.39,0.56,3.66,14.07,17.86,8.69,14.28,13.75,14.19,3.13,18.43,22.0,6.58,18.63,9.49,8.98,-1.52,-7.38,-5.85,-18.01,-29.32,-34.89,-34.43,-38.13,-45.93,-44.77,-35.66,-58.3,-49.3,-50.69,-57.13,-61.85,-53.67
343,subregion,Monroe County,Grocery & pharmacy,1.5,-0.91,-0.59,-4.45,0.69,-2.88,3.22,6.43,2.17,8.22,-10.72,-6.26,-1.79,1.5,6.43,1.83,7.75,3.64,7.77,0.5,8.24,9.01,4.8,7.15,11.29,34.8,35.91,20.49,16.84,32.87,17.37,5.24,15.89,9.84,-5.33,-12.02,11.79,-24.88,-20.75,-20.65,-21.79,-25.53,-29.73
344,subregion,Monroe County,Parks,27.71,5.81,10.47,13.79,6.66,10.0,64.2,84.33,11.63,-5.81,-9.2,-2.23,6.66,24.69,31.32,9.3,13.95,22.99,12.22,-2.23,71.6,180.71,44.18,31.39,13.79,23.33,28.88,44.44,75.89,22.09,53.48,16.09,16.67,36.67,39.5,28.91,9.3,1.16,104.59,56.66,21.11,3.7,51.8
345,subregion,Monroe County,Transit stations,5.91,5.42,2.65,2.22,2.96,12.64,13.55,11.82,6.19,1.9,-0.75,14.12,9.47,7.9,19.52,-1.56,3.42,5.94,4.83,7.5,18.07,23.66,5.81,4.94,5.57,6.68,10.66,7.9,11.23,1.15,-0.77,0.36,-3.35,-3.56,-12.44,-11.84,-10.87,-26.24,-24.91,-22.69,-24.12,-25.43,-21.31
346,subregion,Monroe County,Workplace,3.15,-14.94,-0.07,2.02,2.55,2.75,5.12,5.06,2.12,1.82,-10.32,-11.48,1.58,2.21,6.53,3.26,3.19,3.71,3.8,3.78,8.88,3.37,3.78,2.79,3.64,2.55,1.1,5.3,-1.69,-13.07,-19.58,-22.25,-25.3,-30.78,-22.57,-24.27,-37.07,-48.54,-49.12,-49.88,-49.29,-35.56,-34.39
347,subregion,Monroe County,Residential,-1.79,3.66,0.3,-0.06,-0.08,-0.04,-1.94,-2.51,0.04,-0.05,5.58,5.06,-0.23,-1.98,-1.96,-0.13,-1.08,-0.94,-1.04,0.12,-2.15,-2.62,-0.35,-0.81,-0.17,-0.27,1.98,2.87,2.04,6.84,8.97,11.13,13.51,16.0,11.26,8.01,15.55,22.33,21.18,22.18,25.03,15.89,10.83
348,subregion,Montcalm County,Retail & recreation,5.62,0.14,-1.53,2.08,-0.15,0.73,12.06,12.96,5.55,5.46,8.49,8.71,4.91,22.4,20.99,14.75,17.16,15.05,13.56,2.78,20.19,23.03,11.9,14.58,8.94,14.85,1.92,1.96,0.67,-4.77,-21.44,-23.86,-23.44,-32.77,-29.44,-29.53,-18.9,-50.16,-41.73,-44.86,-46.48,-51.37,-46.42
349,subregion,Montcalm County,Grocery & pharmacy,7.58,3.49,-3.45,1.55,-0.01,-4.57,9.12,11.65,4.85,2.11,3.91,4.67,3.72,11.23,15.17,8.62,9.27,13.05,7.79,-3.33,13.57,17.61,5.92,14.58,10.7,39.47,33.39,21.3,20.32,38.0,20.68,17.49,20.77,10.16,12.87,-0.01,34.22,-16.45,-10.71,-12.47,-17.95,-14.53,-17.08
350,subregion,Montcalm County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,subregion,Montcalm County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,subregion,Montcalm County,Workplace,10.11,-7.78,-12.11,1.85,3.26,0.17,11.21,13.48,4.12,0.46,1.69,2.64,-0.34,12.61,14.04,3.81,2.17,0.15,3.26,-0.83,14.02,14.04,1.11,2.01,2.77,2.94,-5.44,5.6,7.86,-13.65,-18.32,-22.65,-23.45,-29.32,-12.16,-13.49,-29.21,-46.27,-47.31,-48.29,-49.42,-30.37,-28.66
353,subregion,Montcalm County,Residential,,3.29,6.0,0.2,-0.36,0.12,-1.87,,-0.88,0.32,0.55,-0.14,-0.52,-2.6,,-0.94,-0.63,-0.63,-1.22,0.2,-2.29,,0.4,-0.15,-0.32,-0.99,3.26,2.66,,6.14,8.06,9.34,10.32,13.77,,,10.79,20.22,18.6,19.59,21.86,,
354,subregion,Montmorency County,Retail & recreation,38.98,9.62,-1.82,-5.45,1.61,9.19,27.27,8.46,-5.77,-0.01,1.82,-9.68,-11.5,30.67,15.26,3.84,14.54,1.82,-3.23,-9.2,1.13,-0.01,7.69,12.72,10.9,16.13,11.49,13.64,3.38,26.92,-7.28,-41.82,-29.04,-47.12,-44.32,-54.24,-25.0,-54.55,-49.09,-54.84,-47.12,-70.46,-54.24
355,subregion,Montmorency County,Grocery & pharmacy,,,-14.29,,,-12.51,5.76,,,,,,-7.15,11.54,,,,,,-21.43,3.84,,,,,,14.28,7.69,,,,,,-12.51,-7.69,-11.9,,-19.06,,,-25.0,-28.85,-14.29
356,subregion,Montmorency County,Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,subregion,Montmorency County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,subregion,Montmorency County,Workplace,,-0.01,-13.85,3.02,1.48,4.99,,,4.75,-0.01,3.02,-2.99,-1.67,,,3.16,7.68,3.02,4.46,11.66,,,3.16,-0.01,-1.53,-1.51,9.98,,,-17.47,-21.55,-21.22,-25.38,-21.68,,,-28.58,-44.62,-40.91,-43.28,-40.0,,
359,subregion,Montmorency County,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,subregion,Muskegon County,Retail & recreation,8.02,2.74,-1.56,4.0,1.62,0.7,5.84,8.92,2.74,7.22,14.59,10.96,10.28,16.56,22.17,16.47,18.66,18.79,12.03,7.09,12.42,15.86,7.32,16.08,13.08,17.08,5.21,-5.56,-1.39,-9.65,-20.88,-25.88,-27.11,-34.08,-37.31,-38.72,-22.66,-53.29,-46.36,-46.99,-48.77,-57.92,-52.12
361,subregion,Muskegon County,Grocery & pharmacy,5.22,0.67,-0.4,-0.29,-1.53,-6.69,4.08,5.32,-0.21,1.28,4.01,1.23,-4.34,7.75,13.16,5.62,13.24,6.4,6.54,-5.77,7.75,11.05,4.65,9.89,6.78,27.88,24.65,13.84,11.75,26.88,18.79,8.41,14.8,0.14,2.66,-6.94,23.1,-18.51,-16.28,-13.29,-20.56,-23.8,-22.42
362,subregion,Muskegon County,Parks,98.74,-4.07,4.6,14.7,7.57,12.18,64.12,96.23,-2.71,16.92,-0.01,-13.64,-4.89,42.38,81.24,28.36,7.68,35.29,15.15,1.2,61.94,126.23,-17.58,83.07,7.34,63.63,29.26,39.12,158.73,6.75,,58.81,49.99,13.41,117.38,99.98,25.67,70.76,,83.32,123.15,13.04,14.99
363,subregion,Muskegon County,Transit stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,subregion,Muskegon County,Workplace,0.88,-12.9,-0.01,0.88,1.71,1.43,8.65,4.93,4.18,2.1,1.65,0.49,-1.39,6.73,4.41,3.03,0.66,0.05,-0.23,-0.84,9.61,4.93,2.11,1.05,1.93,0.22,-1.87,2.88,-1.94,-12.09,-18.73,-21.43,-24.33,-28.96,-17.79,-22.93,-31.81,-49.69,-50.92,-52.19,-51.98,-40.39,-40.39
365,subregion,Muskegon County,Residential,-1.61,3.63,0.83,0.1,-0.09,0.54,-1.66,-1.86,-0.11,-0.32,-0.79,-0.63,-1.04,-2.66,-2.66,-1.2,-0.72,-0.93,-0.37,0.1,-2.29,-2.54,0.24,-1.22,-0.85,-1.38,1.34,2.11,0.53,5.29,7.7,9.27,10.01,13.99,7.96,6.1,11.54,20.67,19.75,20.77,22.45,14.87,10.65
366,subregion,Newaygo County,Retail & recreation,6.66,-3.16,-2.51,1.7,4.32,-0.35,10.52,8.88,6.56,-0.5,15.81,8.88,6.68,21.05,17.77,20.47,20.3,15.81,12.52,2.91,19.1,23.61,10.5,16.03,9.48,10.25,5.48,7.8,7.22,-5.78,-25.07,-29.68,-32.58,-33.79,-26.51,-31.39,-21.0,-53.39,-46.96,-47.16,-46.83,-48.73,-49.17
